first_opcode,second_opcode,first_length,second_length,sum,combined
_SET_ADD,_LOAD_FROM_DICT_OR_DEREF,242,326,568,491
_SET_ADD,_LOAD_FROM_DICT_OR_GLOBALS,242,355,597,545
_SET_ADD,_LOAD_GLOBAL,242,363,605,527
_SET_ADD,_LOAD_GLOBAL_BUILTINS,242,207,449,392
_SET_ADD,_LOAD_GLOBAL_MODULE,242,207,449,392
_SET_ADD,_LOAD_LOCALS,242,157,399,332
_SET_ADD,_LOAD_NAME,242,323,565,482
_SET_ADD,_LOAD_SUPER_ATTR_ATTR,242,488,730,662
_SET_ADD,_LOAD_SUPER_ATTR_METHOD,242,625,867,787
_SET_ADD,_MAKE_CELL,242,228,470,392
_SET_ADD,_MAKE_FUNCTION,242,222,464,390
_SET_ADD,_MAP_ADD,242,140,382,281
_SET_ADD,_MATCH_CLASS,242,469,711,600
_SET_ADD,_MATCH_KEYS,242,99,341,284
_SET_ADD,_MATCH_MAPPING,242,59,301,292
_SET_ADD,_MATCH_SEQUENCE,242,59,301,292
_SET_ADD,_NOP,242,13,255,242
_SET_ADD,_POP_EXCEPT,242,178,420,363
_SET_ADD,_POP_FRAME,242,111,353,309
_SET_ADD,_POP_TOP,242,148,390,329
_SET_ADD,_PUSH_EXC_INFO,242,124,366,306
_SET_ADD,_PUSH_FRAME,242,68,310,282
_SET_ADD,_PUSH_NULL,242,24,266,253
_SET_ADD,_RESUME_CHECK,242,69,311,300
_SET_ADD,_SAVE_RETURN_OFFSET,242,27,269,257
_SET_ADD,_SETUP_ANNOTATIONS,242,427,669,598
_SET_ADD,_SET_ADD,242,242,484,371
_SET_ADD,_SET_FUNCTION_ATTRIBUTE,242,132,374,343
_SET_ADD,_SET_IP,242,43,285,272
_SET_ADD,_SET_UPDATE,242,242,484,363
_SET_ADD,_STORE_ATTR,242,350,592,519
_SET_ADD,_STORE_ATTR_INSTANCE_VALUE,242,318,560,497
_SET_ADD,_STORE_ATTR_SLOT,242,272,514,460
_SET_ADD,_STORE_DEREF,242,175,417,360
_SET_ADD,_STORE_FAST,242,172,414,357
_SET_ADD,_STORE_GLOBAL,242,248,490,369
_SET_ADD,_STORE_NAME,242,391,633,552
_SET_ADD,_STORE_SLICE,242,457,699,633
_SET_ADD,_STORE_SUBSCR,242,422,664,598
_SET_ADD,_STORE_SUBSCR_DICT,242,289,531,440
_SET_ADD,_STORE_SUBSCR_LIST_INT,242,414,656,594
_SET_ADD,_SWAP,242,54,296,287
_SET_ADD,_TO_BOOL,242,220,462,385
_SET_ADD,_TO_BOOL_ALWAYS_TRUE,242,229,471,408
_SET_ADD,_TO_BOOL_BOOL,242,73,315,300
_SET_ADD,_TO_BOOL_INT,242,237,479,420
_SET_ADD,_TO_BOOL_LIST,242,240,482,417
_SET_ADD,_TO_BOOL_NONE,242,83,325,310
_SET_ADD,_TO_BOOL_STR,242,261,503,428
_SET_ADD,_UNARY_INVERT,242,202,444,363
_SET_ADD,_UNARY_NEGATIVE,242,202,444,363
_SET_ADD,_UNARY_NOT,242,45,287,278
_SET_ADD,_UNPACK_EX,242,236,478,412
_SET_ADD,_UNPACK_SEQUENCE,242,235,477,414
_SET_ADD,_UNPACK_SEQUENCE_LIST,242,379,621,549
_SET_ADD,_UNPACK_SEQUENCE_TUPLE,242,338,580,514
_SET_ADD,_UNPACK_SEQUENCE_TWO_TUPLE,242,312,554,506
_SET_ADD,_WITH_EXCEPT_START,242,295,537,468
_SAVE_RETURN_OFFSET,_BEFORE_ASYNC_WITH,27,859,886,873
_SAVE_RETURN_OFFSET,_BEFORE_WITH,27,859,886,873
_SAVE_RETURN_OFFSET,_BINARY_OP,27,340,367,344
_SAVE_RETURN_OFFSET,_BINARY_OP_ADD_FLOAT,27,397,424,411
_SAVE_RETURN_OFFSET,_BINARY_OP_ADD_INT,27,228,255,242
_SAVE_RETURN_OFFSET,_BINARY_OP_ADD_UNICODE,27,228,255,242
_SAVE_RETURN_OFFSET,_BINARY_OP_MULTIPLY_FLOAT,27,397,424,411
_SAVE_RETURN_OFFSET,_BINARY_OP_MULTIPLY_INT,27,228,255,242
_SAVE_RETURN_OFFSET,_BINARY_OP_SUBTRACT_FLOAT,27,397,424,411
_SAVE_RETURN_OFFSET,_BINARY_OP_SUBTRACT_INT,27,228,255,242
_SAVE_RETURN_OFFSET,_BINARY_SLICE,27,360,387,374
_SAVE_RETURN_OFFSET,_BINARY_SUBSCR,27,326,353,340
_SAVE_RETURN_OFFSET,_BINARY_SUBSCR_DICT,27,415,442,429
_SAVE_RETURN_OFFSET,_BINARY_SUBSCR_LIST_INT,27,352,379,366
_SAVE_RETURN_OFFSET,_BINARY_SUBSCR_STR_INT,27,497,524,511
_SAVE_RETURN_OFFSET,_BINARY_SUBSCR_TUPLE_INT,27,348,375,362
_SAVE_RETURN_OFFSET,_BUILD_CONST_KEY_MAP,27,547,574,547
_SAVE_RETURN_OFFSET,_BUILD_LIST,27,163,190,167
_SAVE_RETURN_OFFSET,_BUILD_MAP,27,369,396,385
_SAVE_RETURN_OFFSET,_BUILD_SET,27,495,522,511
_SAVE_RETURN_OFFSET,_BUILD_SLICE,27,492,519,496
_SAVE_RETURN_OFFSET,_BUILD_STRING,27,367,394,367
_SAVE_RETURN_OFFSET,_BUILD_TUPLE,27,163,190,167
_SAVE_RETURN_OFFSET,_CALL_BUILTIN_CLASS,27,602,629,602
_SAVE_RETURN_OFFSET,_CALL_BUILTIN_FAST,27,603,630,603
_SAVE_RETURN_OFFSET,_CALL_BUILTIN_FAST_WITH_KEYWORDS,27,603,630,603
_SAVE_RETURN_OFFSET,_CALL_BUILTIN_O,27,624,651,603
_SAVE_RETURN_OFFSET,_CALL_INTRINSIC_1,27,223,250,227
_SAVE_RETURN_OFFSET,_CALL_INTRINSIC_2,27,343,370,347
_SAVE_RETURN_OFFSET,_CALL_ISINSTANCE,27,561,588,569
_SAVE_RETURN_OFFSET,_CALL_LEN,27,466,493,474
_SAVE_RETURN_OFFSET,_CALL_METHOD_DESCRIPTOR_FAST,27,621,648,621
_SAVE_RETURN_OFFSET,_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,27,621,648,621
_SAVE_RETURN_OFFSET,_CALL_METHOD_DESCRIPTOR_NOARGS,27,601,628,604
_SAVE_RETURN_OFFSET,_CALL_METHOD_DESCRIPTOR_O,27,674,701,677
_SAVE_RETURN_OFFSET,_CALL_STR_1,27,462,489,466
_SAVE_RETURN_OFFSET,_CALL_TUPLE_1,27,462,489,466
_SAVE_RETURN_OFFSET,_CALL_TYPE_1,27,452,479,456
_SAVE_RETURN_OFFSET,_CHECK_ATTR_CLASS,27,88,115,102
_SAVE_RETURN_OFFSET,_CHECK_ATTR_METHOD_LAZY_DICT,27,75,102,89
_SAVE_RETURN_OFFSET,_CHECK_ATTR_MODULE,27,96,123,110
_SAVE_RETURN_OFFSET,_CHECK_ATTR_WITH_HINT,27,70,97,84
_SAVE_RETURN_OFFSET,_CHECK_CALL_BOUND_METHOD_EXACT_ARGS,27,122,149,126
_SAVE_RETURN_OFFSET,_CHECK_EG_MATCH,27,629,656,643
_SAVE_RETURN_OFFSET,_CHECK_EXC_MATCH,27,353,380,367
_SAVE_RETURN_OFFSET,_CHECK_FUNCTION_EXACT_ARGS,27,152,179,156
_SAVE_RETURN_OFFSET,_CHECK_MANAGED_OBJECT_HAS_VALUES,27,115,142,129
_SAVE_RETURN_OFFSET,_CHECK_PEP_523,27,67,94,81
_SAVE_RETURN_OFFSET,_CHECK_STACK_SPACE,27,127,154,141
_SAVE_RETURN_OFFSET,_CHECK_VALIDITY,27,69,96,83
_SAVE_RETURN_OFFSET,_COMPARE_OP,27,498,525,502
_SAVE_RETURN_OFFSET,_COMPARE_OP_FLOAT,27,334,361,348
_SAVE_RETURN_OFFSET,_COMPARE_OP_INT,27,405,432,419
_SAVE_RETURN_OFFSET,_COMPARE_OP_STR,27,325,352,339
_SAVE_RETURN_OFFSET,_CONTAINS_OP,27,362,389,376
_SAVE_RETURN_OFFSET,_CONVERT_VALUE,27,216,243,220
_SAVE_RETURN_OFFSET,_COPY,27,107,134,111
_SAVE_RETURN_OFFSET,_COPY_FREE_VARS,27,202,229,202
_SAVE_RETURN_OFFSET,_DELETE_ATTR,27,244,271,248
_SAVE_RETURN_OFFSET,_DELETE_DEREF,27,234,261,238
_SAVE_RETURN_OFFSET,_DELETE_FAST,27,294,321,298
_SAVE_RETURN_OFFSET,_DELETE_GLOBAL,27,200,227,204
_SAVE_RETURN_OFFSET,_DELETE_NAME,27,219,246,223
_SAVE_RETURN_OFFSET,_DELETE_SUBSCR,27,325,352,339
_SAVE_RETURN_OFFSET,_DICT_MERGE,27,334,361,338
_SAVE_RETURN_OFFSET,_DICT_UPDATE,27,387,414,391
_SAVE_RETURN_OFFSET,_END_SEND,27,162,189,176
_SAVE_RETURN_OFFSET,_EXIT_INIT_CHECK,27,129,156,143
_SAVE_RETURN_OFFSET,_EXIT_TRACE,27,41,68,55
_SAVE_RETURN_OFFSET,_FORMAT_SIMPLE,27,227,254,241
_SAVE_RETURN_OFFSET,_FORMAT_WITH_SPEC,27,326,353,340
_SAVE_RETURN_OFFSET,_FOR_ITER_TIER_TWO,27,309,336,323
_SAVE_RETURN_OFFSET,_GET_AITER,27,517,544,531
_SAVE_RETURN_OFFSET,_GET_ANEXT,27,450,477,464
_SAVE_RETURN_OFFSET,_GET_AWAITABLE,27,501,528,515
_SAVE_RETURN_OFFSET,_GET_ITER,27,202,229,216
_SAVE_RETURN_OFFSET,_GET_LEN,27,112,139,126
_SAVE_RETURN_OFFSET,_GET_YIELD_FROM_ITER,27,283,310,297
_SAVE_RETURN_OFFSET,_GUARD_BOTH_FLOAT,27,83,110,97
_SAVE_RETURN_OFFSET,_GUARD_BOTH_INT,27,83,110,97
_SAVE_RETURN_OFFSET,_GUARD_BOTH_UNICODE,27,83,110,97
_SAVE_RETURN_OFFSET,_GUARD_BUILTINS_VERSION,27,95,122,109
_SAVE_RETURN_OFFSET,_GUARD_DORV_VALUES,27,63,90,77
_SAVE_RETURN_OFFSET,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,27,115,142,129
_SAVE_RETURN_OFFSET,_GUARD_GLOBALS_VERSION,27,95,122,109
_SAVE_RETURN_OFFSET,_GUARD_IS_FALSE_POP,27,80,107,94
_SAVE_RETURN_OFFSET,_GUARD_IS_NONE_POP,27,80,107,94
_SAVE_RETURN_OFFSET,_GUARD_IS_NOT_NONE_POP,27,215,242,229
_SAVE_RETURN_OFFSET,_GUARD_IS_TRUE_POP,27,80,107,94
_SAVE_RETURN_OFFSET,_GUARD_KEYS_VERSION,27,83,110,97
_SAVE_RETURN_OFFSET,_GUARD_NOT_EXHAUSTED_LIST,27,76,103,90
_SAVE_RETURN_OFFSET,_GUARD_NOT_EXHAUSTED_RANGE,27,64,91,78
_SAVE_RETURN_OFFSET,_GUARD_NOT_EXHAUSTED_TUPLE,27,76,103,90
_SAVE_RETURN_OFFSET,_GUARD_TYPE_VERSION,27,79,106,93
_SAVE_RETURN_OFFSET,_INIT_CALL_BOUND_METHOD_EXACT_ARGS,27,302,329,306
_SAVE_RETURN_OFFSET,_INIT_CALL_PY_EXACT_ARGS,27,759,786,775
_SAVE_RETURN_OFFSET,_INSERT,27,103,130,107
_SAVE_RETURN_OFFSET,_IS_NONE,27,190,217,204
_SAVE_RETURN_OFFSET,_IS_OP,27,312,339,326
_SAVE_RETURN_OFFSET,_ITER_CHECK_LIST,27,73,100,87
_SAVE_RETURN_OFFSET,_ITER_CHECK_RANGE,27,73,100,87
_SAVE_RETURN_OFFSET,_ITER_CHECK_TUPLE,27,73,100,87
_SAVE_RETURN_OFFSET,_ITER_NEXT_LIST,27,109,136,123
_SAVE_RETURN_OFFSET,_ITER_NEXT_RANGE,27,111,138,125
_SAVE_RETURN_OFFSET,_ITER_NEXT_TUPLE,27,106,133,120
_SAVE_RETURN_OFFSET,_JUMP_TO_TOP,27,94,121,108
_SAVE_RETURN_OFFSET,_LIST_APPEND,27,140,167,144
_SAVE_RETURN_OFFSET,_LIST_EXTEND,27,429,456,433
_SAVE_RETURN_OFFSET,_LOAD_ASSERTION_ERROR,27,94,121,108
_SAVE_RETURN_OFFSET,_LOAD_ATTR,27,380,407,383
_SAVE_RETURN_OFFSET,_LOAD_ATTR_CLASS,27,231,258,245
_SAVE_RETURN_OFFSET,_LOAD_ATTR_INSTANCE_VALUE,27,300,327,314
_SAVE_RETURN_OFFSET,_LOAD_ATTR_METHOD_LAZY_DICT,27,98,125,112
_SAVE_RETURN_OFFSET,_LOAD_ATTR_METHOD_NO_DICT,27,98,125,112
_SAVE_RETURN_OFFSET,_LOAD_ATTR_METHOD_WITH_VALUES,27,98,125,112
_SAVE_RETURN_OFFSET,_LOAD_ATTR_MODULE,27,323,350,337
_SAVE_RETURN_OFFSET,_LOAD_ATTR_NONDESCRIPTOR_NO_DICT,27,198,225,212
_SAVE_RETURN_OFFSET,_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,27,198,225,212
_SAVE_RETURN_OFFSET,_LOAD_ATTR_SLOT,27,294,321,308
_SAVE_RETURN_OFFSET,_LOAD_ATTR_WITH_HINT,27,429,456,443
_SAVE_RETURN_OFFSET,_LOAD_BUILD_CLASS,27,173,200,187
_SAVE_RETURN_OFFSET,_LOAD_CONST,27,106,133,110
_SAVE_RETURN_OFFSET,_LOAD_DEREF,27,168,195,172
_SAVE_RETURN_OFFSET,_LOAD_FAST,27,99,126,103
_SAVE_RETURN_OFFSET,_LOAD_FAST_AND_CLEAR,27,47,74,51
_SAVE_RETURN_OFFSET,_LOAD_FAST_CHECK,27,210,237,214
_SAVE_RETURN_OFFSET,_LOAD_FROM_DICT_OR_DEREF,27,326,353,330
_SAVE_RETURN_OFFSET,_LOAD_FROM_DICT_OR_GLOBALS,27,355,382,359
_SAVE_RETURN_OFFSET,_LOAD_GLOBAL,27,363,390,366
_SAVE_RETURN_OFFSET,_LOAD_GLOBAL_BUILTINS,27,207,234,221
_SAVE_RETURN_OFFSET,_LOAD_GLOBAL_MODULE,27,207,234,221
_SAVE_RETURN_OFFSET,_LOAD_LOCALS,27,157,184,171
_SAVE_RETURN_OFFSET,_LOAD_NAME,27,323,350,337
_SAVE_RETURN_OFFSET,_LOAD_SUPER_ATTR_ATTR,27,488,515,502
_SAVE_RETURN_OFFSET,_LOAD_SUPER_ATTR_METHOD,27,625,652,639
_SAVE_RETURN_OFFSET,_MAKE_CELL,27,228,255,232
_SAVE_RETURN_OFFSET,_MAKE_FUNCTION,27,222,249,236
_SAVE_RETURN_OFFSET,_MAP_ADD,27,140,167,144
_SAVE_RETURN_OFFSET,_MATCH_CLASS,27,469,496,473
_SAVE_RETURN_OFFSET,_MATCH_KEYS,27,99,126,113
_SAVE_RETURN_OFFSET,_MATCH_MAPPING,27,59,86,73
_SAVE_RETURN_OFFSET,_MATCH_SEQUENCE,27,59,86,73
_SAVE_RETURN_OFFSET,_NOP,27,13,40,27
_SAVE_RETURN_OFFSET,_POP_EXCEPT,27,178,205,192
_SAVE_RETURN_OFFSET,_POP_FRAME,27,111,138,125
_SAVE_RETURN_OFFSET,_POP_TOP,27,148,175,162
_SAVE_RETURN_OFFSET,_PUSH_EXC_INFO,27,124,151,138
_SAVE_RETURN_OFFSET,_PUSH_FRAME,27,68,95,82
_SAVE_RETURN_OFFSET,_PUSH_NULL,27,24,51,38
_SAVE_RETURN_OFFSET,_RESUME_CHECK,27,69,96,83
_SAVE_RETURN_OFFSET,_SAVE_RETURN_OFFSET,27,27,54,27
_SAVE_RETURN_OFFSET,_SETUP_ANNOTATIONS,27,427,454,441
_SAVE_RETURN_OFFSET,_SET_ADD,27,242,269,246
_SAVE_RETURN_OFFSET,_SET_FUNCTION_ATTRIBUTE,27,132,159,137
_SAVE_RETURN_OFFSET,_SET_IP,27,43,70,47
_SAVE_RETURN_OFFSET,_SET_UPDATE,27,242,269,246
_SAVE_RETURN_OFFSET,_STORE_ATTR,27,350,377,354
_SAVE_RETURN_OFFSET,_STORE_ATTR_INSTANCE_VALUE,27,318,345,332
_SAVE_RETURN_OFFSET,_STORE_ATTR_SLOT,27,272,299,286
_SAVE_RETURN_OFFSET,_STORE_DEREF,27,175,202,179
_SAVE_RETURN_OFFSET,_STORE_FAST,27,172,199,176
_SAVE_RETURN_OFFSET,_STORE_GLOBAL,27,248,275,252
_SAVE_RETURN_OFFSET,_STORE_NAME,27,391,418,395
_SAVE_RETURN_OFFSET,_STORE_SLICE,27,457,484,471
_SAVE_RETURN_OFFSET,_STORE_SUBSCR,27,422,449,436
_SAVE_RETURN_OFFSET,_STORE_SUBSCR_DICT,27,289,316,303
_SAVE_RETURN_OFFSET,_STORE_SUBSCR_LIST_INT,27,414,441,428
_SAVE_RETURN_OFFSET,_SWAP,27,54,81,58
_SAVE_RETURN_OFFSET,_TO_BOOL,27,220,247,234
_SAVE_RETURN_OFFSET,_TO_BOOL_ALWAYS_TRUE,27,229,256,243
_SAVE_RETURN_OFFSET,_TO_BOOL_BOOL,27,73,100,87
_SAVE_RETURN_OFFSET,_TO_BOOL_INT,27,237,264,251
_SAVE_RETURN_OFFSET,_TO_BOOL_LIST,27,240,267,254
_SAVE_RETURN_OFFSET,_TO_BOOL_NONE,27,83,110,97
_SAVE_RETURN_OFFSET,_TO_BOOL_STR,27,261,288,275
_SAVE_RETURN_OFFSET,_UNARY_INVERT,27,202,229,216
_SAVE_RETURN_OFFSET,_UNARY_NEGATIVE,27,202,229,216
_SAVE_RETURN_OFFSET,_UNARY_NOT,27,45,72,59
_SAVE_RETURN_OFFSET,_UNPACK_EX,27,236,263,240
_SAVE_RETURN_OFFSET,_UNPACK_SEQUENCE,27,235,262,239
_SAVE_RETURN_OFFSET,_UNPACK_SEQUENCE_LIST,27,379,406,395
_SAVE_RETURN_OFFSET,_UNPACK_SEQUENCE_TUPLE,27,338,365,354
_SAVE_RETURN_OFFSET,_UNPACK_SEQUENCE_TWO_TUPLE,27,312,339,326
_SAVE_RETURN_OFFSET,_WITH_EXCEPT_START,27,295,322,309
_STORE_ATTR_SLOT,_BEFORE_ASYNC_WITH,272,859,1131,1123
_STORE_ATTR_SLOT,_BEFORE_WITH,272,859,1131,1123
_STORE_ATTR_SLOT,_BINARY_OP,272,340,612,551
_STORE_ATTR_SLOT,_BINARY_OP_ADD_FLOAT,272,397,669,616
_STORE_ATTR_SLOT,_BINARY_OP_ADD_INT,272,228,500,443
_STORE_ATTR_SLOT,_BINARY_OP_ADD_UNICODE,272,228,500,443
_STORE_ATTR_SLOT,_BINARY_OP_MULTIPLY_FLOAT,272,397,669,616
_STORE_ATTR_SLOT,_BINARY_OP_MULTIPLY_INT,272,228,500,443
_STORE_ATTR_SLOT,_BINARY_OP_SUBTRACT_FLOAT,272,397,669,616
_STORE_ATTR_SLOT,_BINARY_OP_SUBTRACT_INT,272,228,500,443
_STORE_ATTR_SLOT,_BINARY_SLICE,272,360,632,575
_STORE_ATTR_SLOT,_BINARY_SUBSCR,272,326,598,537
_STORE_ATTR_SLOT,_BINARY_SUBSCR_DICT,272,415,687,654
_STORE_ATTR_SLOT,_BINARY_SUBSCR_LIST_INT,272,352,624,599
_STORE_ATTR_SLOT,_BINARY_SUBSCR_STR_INT,272,497,769,735
_STORE_ATTR_SLOT,_BINARY_SUBSCR_TUPLE_INT,272,348,620,595
_STORE_ATTR_SLOT,_BUILD_CONST_KEY_MAP,272,547,819,820
_STORE_ATTR_SLOT,_BUILD_LIST,272,163,435,384
_STORE_ATTR_SLOT,_BUILD_MAP,272,369,641,598
_STORE_ATTR_SLOT,_BUILD_SET,272,495,767,726
_STORE_ATTR_SLOT,_BUILD_SLICE,272,492,764,734
_STORE_ATTR_SLOT,_BUILD_STRING,272,367,639,596
_STORE_ATTR_SLOT,_BUILD_TUPLE,272,163,435,384
_STORE_ATTR_SLOT,_CALL_BUILTIN_CLASS,272,602,874,864
_STORE_ATTR_SLOT,_CALL_BUILTIN_FAST,272,603,875,843
_STORE_ATTR_SLOT,_CALL_BUILTIN_FAST_WITH_KEYWORDS,272,603,875,843
_STORE_ATTR_SLOT,_CALL_BUILTIN_O,272,624,896,831
_STORE_ATTR_SLOT,_CALL_INTRINSIC_1,272,223,495,444
_STORE_ATTR_SLOT,_CALL_INTRINSIC_2,272,343,615,558
_STORE_ATTR_SLOT,_CALL_ISINSTANCE,272,561,833,812
_STORE_ATTR_SLOT,_CALL_LEN,272,466,738,710
_STORE_ATTR_SLOT,_CALL_METHOD_DESCRIPTOR_FAST,272,621,893,845
_STORE_ATTR_SLOT,_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,272,621,893,845
_STORE_ATTR_SLOT,_CALL_METHOD_DESCRIPTOR_NOARGS,272,601,873,871
_STORE_ATTR_SLOT,_CALL_METHOD_DESCRIPTOR_O,272,674,946,937
_STORE_ATTR_SLOT,_CALL_STR_1,272,462,734,696
_STORE_ATTR_SLOT,_CALL_TUPLE_1,272,462,734,696
_STORE_ATTR_SLOT,_CALL_TYPE_1,272,452,724,679
_STORE_ATTR_SLOT,_CHECK_ATTR_CLASS,272,88,360,351
_STORE_ATTR_SLOT,_CHECK_ATTR_METHOD_LAZY_DICT,272,75,347,338
_STORE_ATTR_SLOT,_CHECK_ATTR_MODULE,272,96,368,359
_STORE_ATTR_SLOT,_CHECK_ATTR_WITH_HINT,272,70,342,333
_STORE_ATTR_SLOT,_CHECK_CALL_BOUND_METHOD_EXACT_ARGS,272,122,394,383
_STORE_ATTR_SLOT,_CHECK_EG_MATCH,272,629,901,856
_STORE_ATTR_SLOT,_CHECK_EXC_MATCH,272,353,625,584
_STORE_ATTR_SLOT,_CHECK_FUNCTION_EXACT_ARGS,272,152,424,409
_STORE_ATTR_SLOT,_CHECK_MANAGED_OBJECT_HAS_VALUES,272,115,387,360
_STORE_ATTR_SLOT,_CHECK_PEP_523,272,67,339,348
_STORE_ATTR_SLOT,_CHECK_STACK_SPACE,272,127,399,402
_STORE_ATTR_SLOT,_CHECK_VALIDITY,272,69,341,352
_STORE_ATTR_SLOT,_COMPARE_OP,272,498,770,713
_STORE_ATTR_SLOT,_COMPARE_OP_FLOAT,272,334,606,590
_STORE_ATTR_SLOT,_COMPARE_OP_INT,272,405,677,669
_STORE_ATTR_SLOT,_COMPARE_OP_STR,272,325,597,580
_STORE_ATTR_SLOT,_CONTAINS_OP,272,362,634,573
_STORE_ATTR_SLOT,_CONVERT_VALUE,272,216,488,437
_STORE_ATTR_SLOT,_COPY,272,107,379,323
_STORE_ATTR_SLOT,_COPY_FREE_VARS,272,202,474,410
_STORE_ATTR_SLOT,_DELETE_ATTR,272,244,516,467
_STORE_ATTR_SLOT,_DELETE_DEREF,272,234,506,450
_STORE_ATTR_SLOT,_DELETE_FAST,272,294,566,510
_STORE_ATTR_SLOT,_DELETE_GLOBAL,272,200,472,416
_STORE_ATTR_SLOT,_DELETE_NAME,272,219,491,435
_STORE_ATTR_SLOT,_DELETE_SUBSCR,272,325,597,544
_STORE_ATTR_SLOT,_DICT_MERGE,272,334,606,558
_STORE_ATTR_SLOT,_DICT_UPDATE,272,387,659,606
_STORE_ATTR_SLOT,_END_SEND,272,162,434,377
_STORE_ATTR_SLOT,_EXIT_INIT_CHECK,272,129,401,382
_STORE_ATTR_SLOT,_EXIT_TRACE,272,41,313,286
_STORE_ATTR_SLOT,_FORMAT_SIMPLE,272,227,499,457
_STORE_ATTR_SLOT,_FORMAT_WITH_SPEC,272,326,598,537
_STORE_ATTR_SLOT,_FOR_ITER_TIER_TWO,272,309,581,529
_STORE_ATTR_SLOT,_GET_AITER,272,517,789,753
_STORE_ATTR_SLOT,_GET_ANEXT,272,450,722,681
_STORE_ATTR_SLOT,_GET_AWAITABLE,272,501,773,733
_STORE_ATTR_SLOT,_GET_ITER,272,202,474,423
_STORE_ATTR_SLOT,_GET_LEN,272,112,384,344
_STORE_ATTR_SLOT,_GET_YIELD_FROM_ITER,272,283,555,513
_STORE_ATTR_SLOT,_GUARD_BOTH_FLOAT,272,83,355,342
_STORE_ATTR_SLOT,_GUARD_BOTH_INT,272,83,355,342
_STORE_ATTR_SLOT,_GUARD_BOTH_UNICODE,272,83,355,342
_STORE_ATTR_SLOT,_GUARD_BUILTINS_VERSION,272,95,367,358
_STORE_ATTR_SLOT,_GUARD_DORV_VALUES,272,63,335,340
_STORE_ATTR_SLOT,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,272,115,387,360
_STORE_ATTR_SLOT,_GUARD_GLOBALS_VERSION,272,95,367,358
_STORE_ATTR_SLOT,_GUARD_IS_FALSE_POP,272,80,352,340
_STORE_ATTR_SLOT,_GUARD_IS_NONE_POP,272,80,352,344
_STORE_ATTR_SLOT,_GUARD_IS_NOT_NONE_POP,272,215,487,460
_STORE_ATTR_SLOT,_GUARD_IS_TRUE_POP,272,80,352,340
_STORE_ATTR_SLOT,_GUARD_KEYS_VERSION,272,83,355,346
_STORE_ATTR_SLOT,_GUARD_NOT_EXHAUSTED_LIST,272,76,348,339
_STORE_ATTR_SLOT,_GUARD_NOT_EXHAUSTED_RANGE,272,64,336,342
_STORE_ATTR_SLOT,_GUARD_NOT_EXHAUSTED_TUPLE,272,76,348,339
_STORE_ATTR_SLOT,_GUARD_TYPE_VERSION,272,79,351,342
_STORE_ATTR_SLOT,_INIT_CALL_BOUND_METHOD_EXACT_ARGS,272,302,574,528
_STORE_ATTR_SLOT,_INIT_CALL_PY_EXACT_ARGS,272,759,1031,1016
_STORE_ATTR_SLOT,_INSERT,272,103,375,345
_STORE_ATTR_SLOT,_IS_NONE,272,190,462,416
_STORE_ATTR_SLOT,_IS_OP,272,312,584,517
_STORE_ATTR_SLOT,_ITER_CHECK_LIST,272,73,345,336
_STORE_ATTR_SLOT,_ITER_CHECK_RANGE,272,73,345,336
_STORE_ATTR_SLOT,_ITER_CHECK_TUPLE,272,73,345,336
_STORE_ATTR_SLOT,_ITER_NEXT_LIST,272,109,381,324
_STORE_ATTR_SLOT,_ITER_NEXT_RANGE,272,111,383,343
_STORE_ATTR_SLOT,_ITER_NEXT_TUPLE,272,106,378,321
_STORE_ATTR_SLOT,_JUMP_TO_TOP,272,94,366,325
_STORE_ATTR_SLOT,_LIST_APPEND,272,140,412,366
_STORE_ATTR_SLOT,_LIST_EXTEND,272,429,701,652
_STORE_ATTR_SLOT,_LOAD_ASSERTION_ERROR,272,94,366,309
_STORE_ATTR_SLOT,_LOAD_ATTR,272,380,652,600
_STORE_ATTR_SLOT,_LOAD_ATTR_CLASS,272,231,503,457
_STORE_ATTR_SLOT,_LOAD_ATTR_INSTANCE_VALUE,272,300,572,536
_STORE_ATTR_SLOT,_LOAD_ATTR_METHOD_LAZY_DICT,272,98,370,309
_STORE_ATTR_SLOT,_LOAD_ATTR_METHOD_NO_DICT,272,98,370,309
_STORE_ATTR_SLOT,_LOAD_ATTR_METHOD_WITH_VALUES,272,98,370,309
_STORE_ATTR_SLOT,_LOAD_ATTR_MODULE,272,323,595,559
_STORE_ATTR_SLOT,_LOAD_ATTR_NONDESCRIPTOR_NO_DICT,272,198,470,417
_STORE_ATTR_SLOT,_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,272,198,470,417
_STORE_ATTR_SLOT,_LOAD_ATTR_SLOT,272,294,566,530
_STORE_ATTR_SLOT,_LOAD_ATTR_WITH_HINT,272,429,701,663
_STORE_ATTR_SLOT,_LOAD_BUILD_CLASS,272,173,445,405
_STORE_ATTR_SLOT,_LOAD_CONST,272,106,378,321
_STORE_ATTR_SLOT,_LOAD_DEREF,272,168,440,385
_STORE_ATTR_SLOT,_LOAD_FAST,272,99,371,314
